row,utt_id,subset,char_sub,char_del,char_ins,char_ref,word_sub,word_del,word_ins,word_ref
3,tr-010_02781,test_spanish_only,5,7,0,78,6,0,2,19
3,tr-011_03254,test_spanish_only,1,0,2,209,2,0,1,61
3,tr-005_00124,test_spanish_only,5,6,4,78,5,3,1,21
3,tr-005_00131,test_spanish_only,9,17,0,91,8,0,0,18
3,tr-010_02555,test_spanish_only,4,12,1,97,7,2,1,26
3,tr-010_02703,test_spanish_only,0,8,2,89,2,1,0,26
3,tr-009_02202,test_spanish_only,2,7,1,61,3,2,0,17
3,tr-011_02955,test_spanish_only,2,6,0,117,1,2,0,32
3,tr-011_03044,test_spanish_only,0,1,0,24,1,0,0,5
3,tr-006_00650,test_spanish_only,7,15,0,88,7,5,0,26
3,tr-007_01147,test_spanish_only,1,2,0,65,3,0,0,17
3,tr-010_02797,test_spanish_only,1,2,3,61,2,1,2,17
3,tr-010_02815,test_spanish_only,1,11,0,74,1,3,0,19
3,tr-011_02948,test_spanish_only,2,1,4,78,3,1,0,22
3,tr-005_00161,test_spanish_only,2,10,1,58,5,3,0,19
3,tr-011_03246,test_spanish_only,2,9,1,96,4,3,0,26
3,tr-006_00668,test_spanish_only,1,7,1,71,4,1,0,16
3,tr-011_02964,test_spanish_only,4,12,0,74,2,3,0,19
3,tr-006_00654,test_spanish_only,8,22,9,136,10,4,2,39
3,tr-011_03277,test_spanish_only,0,2,0,15,0,1,0,5
3,tr-010_02694,test_spanish_only,0,5,0,43,0,3,0,15
3,tr-011_03021,test_spanish_only,3,5,1,65,4,0,0,17
3,tr-011_03259,test_spanish_only,1,1,0,46,0,1,1,13
3,tr-006_01024,test_spanish_only,2,13,1,78,3,2,1,20
4a,tr-005_00322,test_guarani_only,8,4,3,24,4,1,0,5
4a,tr-009_02047,test_guarani_only,3,5,1,42,5,0,1,5
4a,tr-007_01213,test_guarani_only,6,2,3,51,5,0,1,7
4a,tr-010_02466,test_guarani_only,4,7,1,32,5,0,0,5
4a,tr-008_01948,test_guarani_only,2,0,1,32,2,0,0,7
4a,tr-007_01347,test_guarani_only,4,3,1,25,3,3,0,6
4a,tr-007_01328,test_guarani_only,6,9,2,31,3,3,0,6
4a,tr-010_02424,test_guarani_only,4,2,1,29,4,1,0,6
4a,tr-007_01189,test_guarani_only,9,15,0,53,8,1,0,9
4a,tr-007_01154,test_guarani_only,4,7,0,26,4,0,0,6
4a,tr-008_01774,test_guarani_only,22,15,1,51,7,0,0,7
4a,tr-009_02005,test_guarani_only,3,9,0,30,3,3,0,6
4a,tr-010_02397,test_guarani_only,2,4,0,22,2,1,0,6
4a,tr-010_02510,test_guarani_only,11,3,4,33,7,0,0,7
4a,tr-008_01884,test_guarani_only,6,3,0,46,5,0,0,7
4a,tr-010_02395,test_guarani_only,4,4,6,40,4,3,0,9
4a,tr-009_02044,test_guarani_only,0,1,0,48,2,0,2,8
4a,tr-010_02472,test_guarani_only,10,7,2,32,6,0,0,6
4a,tr-005_00207,test_guarani_only,1,0,0,12,1,0,0,3
4a,tr-008_01937,test_guarani_only,8,3,0,36,4,1,0,6
4a,tr-010_02406,test_guarani_only,5,2,2,19,3,2,0,5
4a,tr-009_02359,test_guarani_only,2,2,1,27,1,1,1,4
4a,tr-007_01208,test_guarani_only,14,15,0,55,10,1,0,11
4a,tr-010_02415,test_guarani_only,6,11,2,69,5,2,0,12
4a,tr-008_01881,test_guarani_only,1,0,0,15,2,2,0,4
4a,tr-010_02520,test_jehea,5,2,0,36,4,1,0,6
4a,tr-008_01885,test_jehea,2,0,3,24,1,2,0,6
4a,tr-010_02529,test_jehea,14,13,0,87,12,3,1,20
4a,tr-007_01440,test_jehea,11,10,1,118,12,2,2,32
4a,tr-009_02080,test_jehea,11,12,0,75,10,2,1,16
4a,tr-009_02023,test_jehea,5,6,1,114,3,2,0,17
4a,tr-007_01396,test_jehea,13,21,1,111,18,1,0,23
4a,tr-008_01771,test_jehea,6,8,3,106,8,0,3,16
4a,tr-008_01742,test_jehea,7,1,3,29,4,0,0,5
4a,tr-007_01490,test_jehea,10,20,4,96,9,3,0,22
4a,tr-010_02454,test_jehea,14,14,3,108,15,2,2,23
4a,tr-010_02536,test_jehea,12,5,8,101,9,0,1,21
4a,tr-007_01215,test_jehea,12,48,4,157,13,5,1,27
4a,tr-007_01243,test_jehea,4,3,1,65,4,0,1,16
4a,tr-009_02087,test_jehea,8,12,0,91,9,5,0,19
4a,tr-008_01968,test_jehea,10,6,3,61,8,1,2,14
4a,tr-006_00990,test_jehea,5,8,4,84,5,3,2,23
4a,tr-005_00374,test_jehea,11,15,1,80,9,7,0,19
4a,tr-005_00406,test_jehea,12,27,6,106,11,4,4,23
4a,tr-005_00364,test_jehea,10,12,2,81,10,2,0,17
4a,tr-005_00194,test_jehea,5,8,1,77,4,3,1,15
4a,tr-005_00323,test_jehea,7,13,1,84,12,6,0,19
4a,tr-010_02531,test_jehea,1,2,0,33,1,2,0,7
4a,tr-005_00258,test_jehea,6,3,2,53,6,0,0,13
4a,tr-005_00198,test_jehea,10,13,1,67,7,4,0,13
4a,tr-005_00276,test_jehea,6,1,2,59,5,0,1,11
4a,tr-005_00293,test_jehea,6,6,2,54,5,1,1,10
4a,tr-005_00203,test_jehea,8,29,1,76,4,3,0,12
4a,tr-005_00345,test_jehea,10,6,2,43,9,1,0,11
4a,tr-005_00348,test_jehea,5,11,1,51,6,2,0,10
4a,tr-005_00403,test_jehea,2,10,0,64,4,2,1,13
4a,tr-006_00693,test_jehea,14,66,52,634,12,21,17,176
4a,tr-005_00267,test_jehea,3,4,0,25,4,0,1,5
4a,tr-010_02425,test_mixed,6,2,3,40,4,1,1,7
4a,tr-005_00340,test_mixed,3,2,2,26,3,3,0,8
4a,tr-007_01128,test_mixed,3,1,0,65,2,0,0,22
4a,tr-008_01702,test_mixed,5,16,0,53,3,6,0,16
4a,tr-005_00370,test_mixed,3,7,0,52,4,2,0,14
4a,tr-005_00010,test_mixed,21,28,3,173,13,3,0,42
4a,tr-008_01864,test_mixed,15,2,13,26,5,0,1,5
4a,tr-008_01853,test_mixed,11,13,1,38,6,3,0,9
4a,tr-007_01383,test_mixed,11,13,0,100,8,7,0,23
4a,tr-011_02995,test_mixed,2,35,0,72,3,11,0,20
4a,tr-009_02339,test_mixed,5,5,3,70,8,4,1,19
4a,tr-009_02077,test_mixed,7,15,2,89,7,5,1,16
4a,tr-008_01931,test_mixed,4,4,0,56,2,1,0,13
4a,tr-005_00413,test_mixed,8,10,0,65,7,1,0,14
4a,tr-008_01800,test_mixed,5,17,1,71,6,3,0,16
4a,tr-011_02953,test_mixed,1,42,0,80,1,11,1,22
4a,tr-006_00892,test_mixed,9,7,2,83,8,1,1,20
4a,tr-007_01421,test_mixed,7,17,5,78,9,3,0,20
4a,tr-007_01533,test_mixed,18,5,1,161,15,4,1,33
4a,tr-006_00995,test_mixed,5,9,2,89,5,4,0,26
4a,tr-009_02340,test_mixed,9,2,3,75,9,1,0,18
4a,tr-005_00086,test_mixed,2,27,1,50,3,6,0,13
4a,tr-005_00206,test_mixed,7,11,5,60,7,3,0,12
4a,tr-005_00286,test_mixed,17,9,3,64,10,0,2,11
4a,tr-005_00347,test_mixed,24,15,0,67,10,4,0,14
4a,tr-005_00311,test_mixed,10,9,9,79,12,4,0,18
4a,tr-005_00232,test_mixed,3,4,4,43,4,1,0,11
4a,tr-006_00641,test_mixed,10,99,20,634,23,24,2,173
4a,tr-007_01492,test_mixed,1,0,0,42,1,0,0,10
4a,tr-008_01729,test_mixed,2,12,2,41,3,3,1,11
4a,tr-006_00897,test_mixed,4,9,0,41,6,2,0,9
4a,tr-010_02819,test_mixed,11,11,0,47,8,3,0,11
4a,tr-006_00676,test_mixed,1,2,0,33,1,1,0,12
4a,tr-010_02545,test_mixed,10,7,4,45,5,4,0,9
4a,tr-011_02872,test_mixed,17,9,8,147,16,1,2,41
4a,tr-010_02825,test_mixed,3,4,0,75,3,1,0,16
4a,tr-009_02231,test_mixed,7,18,1,154,9,8,0,42
4a,tr-007_01401,test_mixed,3,10,5,73,9,2,1,22
4a,tr-007_01484,test_mixed,3,4,5,133,3,1,2,38
4a,tr-007_01348,test_mixed,4,1,0,42,2,1,0,8
4a,tr-009_02028,test_mixed,14,7,6,43,8,0,2,8
4a,tr-009_02163,test_mixed,4,10,2,94,3,4,0,26
4a,tr-008_01576,test_mixed,4,115,3,439,7,27,0,103
4a,tr-006_01017,test_mixed,10,16,1,127,6,3,0,33
4a,tr-011_03267,test_mixed,5,10,18,98,5,4,3,34
4a,tr-006_00680,test_mixed,2,3,3,54,4,0,1,18
4a,tr-006_00605,test_mixed,7,2,1,42,5,2,1,10
4a,tr-008_01847,test_mixed,4,1,1,46,3,1,1,8
4a,tr-011_03237,test_mixed,6,4,1,58,5,1,0,15
4a,tr-009_02219,test_mixed,3,8,3,36,6,0,0,10
4a,tr-008_01677,test_mixed,1,15,0,92,4,7,0,25
4a,tr-006_01075,test_mixed,4,9,1,54,4,4,0,14
4a,tr-006_01025,test_mixed,2,1,8,47,5,2,1,13
4a,tr-008_01863,test_mixed,2,4,0,34,3,1,0,8
4a,tr-010_02746,test_mixed,2,20,1,62,2,7,2,17
4a,tr-006_01009,test_mixed,0,1,1,29,1,1,0,9
4a,tr-009_02007,test_mixed,4,6,0,24,3,2,0,7
4a,tr-007_01398,test_mixed,3,0,0,32,3,0,0,6
4a,tr-006_00996,test_mixed,7,17,1,47,5,0,1,6
4a,tr-011_03110,test_mixed,6,13,4,78,8,4,1,24
4a,tr-008_01705,test_mixed,7,5,5,95,5,4,0,25
4a,tr-007_01395,test_mixed,11,17,0,80,7,6,0,19
4a,tr-005_00319,test_mixed,3,2,1,38,3,1,0,11
4a,tr-008_01798,test_mixed,3,5,2,25,2,1,0,6
4a,tr-007_01214,test_mixed,6,6,1,41,6,0,1,10
4a,tr-006_00487,test_mixed,0,3,0,59,0,1,0,14
4a,tr-007_01427,test_mixed,17,74,8,265,27,14,2,62
4a,tr-011_03153,test_spanish_only,2,3,0,51,1,2,0,17
4a,tr-010_02781,test_spanish_only,4,7,0,78,5,1,1,19
4a,tr-011_03254,test_spanish_only,0,0,2,209,1,0,1,61
4a,tr-005_00124,test_spanish_only,5,6,4,78,5,3,1,21
4a,tr-005_00131,test_spanish_only,9,17,0,91,8,0,0,18
4a,tr-010_02555,test_spanish_only,3,12,1,97,7,3,1,26
4a,tr-010_02703,test_spanish_only,0,8,1,89,1,1,0,26
4a,tr-009_02202,test_spanish_only,2,7,2,61,4,2,0,17
4a,tr-011_02955,test_spanish_only,2,6,0,117,1,2,0,32
4a,tr-011_03044,test_spanish_only,0,1,0,24,1,0,0,5
4a,tr-006_00650,test_spanish_only,6,13,2,88,8,4,0,26
4a,tr-007_01147,test_spanish_only,1,2,0,65,3,0,0,17
4a,tr-010_02797,test_spanish_only,1,2,3,61,2,1,2,17
4a,tr-010_02815,test_spanish_only,1,11,0,74,1,3,0,19
4a,tr-011_02948,test_spanish_only,2,1,1,78,3,1,0,22
4a,tr-005_00161,test_spanish_only,2,7,1,58,5,2,0,19
4a,tr-011_03246,test_spanish_only,4,8,1,96,4,3,0,26
4a,tr-006_00668,test_spanish_only,2,4,0,71,5,1,0,16
4a,tr-011_02964,test_spanish_only,3,5,0,74,3,3,0,19
4a,tr-006_00654,test_spanish_only,11,21,8,136,10,4,2,39
4a,tr-011_03277,test_spanish_only,0,2,0,15,0,1,0,5
4a,tr-010_02694,test_spanish_only,0,5,0,43,0,3,0,15
4a,tr-011_03021,test_spanish_only,0,9,1,65,2,2,0,17
4a,tr-011_03259,test_spanish_only,0,2,0,46,0,1,0,13
4a,tr-006_01024,test_spanish_only,2,14,1,78,5,1,0,20
4b,tr-005_00322,test_guarani_only,7,3,3,24,5,0,0,5
4b,tr-009_02047,test_guarani_only,4,6,1,42,5,0,1,5
4b,tr-007_01213,test_guarani_only,7,4,4,51,6,0,1,7
4b,tr-010_02466,test_guarani_only,4,8,1,32,4,1,0,5
4b,tr-008_01948,test_guarani_only,3,2,1,32,3,1,0,7
4b,tr-007_01347,test_guarani_only,5,3,0,25,3,3,0,6
4b,tr-007_01328,test_guarani_only,6,8,1,31,4,2,0,6
4b,tr-010_02424,test_guarani_only,4,3,1,29,3,1,1,6
4b,tr-007_01189,test_guarani_only,10,12,0,53,7,2,0,9
4b,tr-007_01154,test_guarani_only,4,8,0,26,4,2,0,6
4b,tr-008_01774,test_guarani_only,22,15,1,51,7,0,0,7
4b,tr-009_02005,test_guarani_only,5,7,0,30,2,4,0,6
4b,tr-010_02397,test_guarani_only,1,4,2,22,3,1,0,6
4b,tr-010_02510,test_guarani_only,13,4,4,33,5,2,0,7
4b,tr-008_01884,test_guarani_only,5,3,1,46,5,0,1,7
4b,tr-010_02395,test_guarani_only,7,5,6,40,5,3,0,9
4b,tr-009_02044,test_guarani_only,1,1,0,48,3,0,2,8
4b,tr-010_02472,test_guarani_only,7,7,1,32,6,0,0,6
4b,tr-005_00207,test_guarani_only,0,1,0,12,1,0,0,3
4b,tr-008_01937,test_guarani_only,6,3,0,36,4,1,0,6
4b,tr-010_02406,test_guarani_only,8,2,1,19,3,2,0,5
4b,tr-009_02359,test_guarani_only,4,2,1,27,4,0,0,4
4b,tr-007_01208,test_guarani_only,13,18,0,55,7,4,0,11
4b,tr-010_02415,test_guarani_only,11,12,2,69,6,3,0,12
4b,tr-008_01881,test_guarani_only,0,0,0,15,1,1,0,4
4b,tr-010_02520,test_jehea,3,4,0,36,4,0,0,6
4b,tr-008_01885,test_jehea,2,0,2,24,2,1,0,6
4b,tr-010_02529,test_jehea,12,15,1,87,10,6,1,20
4b,tr-007_01440,test_jehea,13,13,1,118,13,4,2,32
4b,tr-009_02080,test_jehea,9,12,1,75,12,1,0,16
4b,tr-009_02023,test_jehea,10,6,1,114,8,2,0,17
4b,tr-007_01396,test_jehea,13,21,1,111,12,6,0,23
4b,tr-008_01771,test_jehea,10,5,0,106,10,0,3,16
4b,tr-008_01742,test_jehea,6,1,1,29,4,1,0,5
4b,tr-007_01490,test_jehea,20,12,4,96,11,2,1,22
4b,tr-010_02454,test_jehea,12,16,5,108,13,6,0,23
4b,tr-010_02536,test_jehea,15,7,9,101,10,1,1,21
4b,tr-007_01215,test_jehea,14,48,3,157,13,6,0,27
4b,tr-007_01243,test_jehea,6,3,0,65,4,0,0,16
4b,tr-009_02087,test_jehea,7,11,2,91,10,3,0,19
4b,tr-008_01968,test_jehea,8,6,0,61,7,1,0,14
4b,tr-006_00990,test_jehea,5,8,4,84,5,3,2,23
4b,tr-005_00374,test_jehea,11,17,1,80,9,6,0,19
4b,tr-005_00406,test_jehea,13,21,7,106,11,4,4,23
4b,tr-005_00364,test_jehea,7,16,1,81,12,2,1,17
4b,tr-005_00194,test_jehea,7,6,2,77,4,2,1,15
4b,tr-005_00323,test_jehea,5,13,1,84,10,9,0,19
4b,tr-010_02531,test_jehea,1,2,0,33,1,2,0,7
4b,tr-005_00258,test_jehea,10,7,1,53,8,0,1,13
4b,tr-005_00198,test_jehea,12,15,1,67,9,3,0,13
4b,tr-005_00276,test_jehea,6,1,2,59,5,0,1,11
4b,tr-005_00293,test_jehea,8,5,4,54,7,0,3,10
4b,tr-005_00203,test_jehea,8,28,1,76,4,3,0,12
4b,tr-005_00345,test_jehea,11,10,2,43,10,0,0,11
4b,tr-005_00348,test_jehea,9,18,0,51,7,2,0,10
4b,tr-005_00403,test_jehea,1,10,0,64,4,2,1,13
4b,tr-006_00693,test_jehea,14,100,53,634,10,34,17,176
4b,tr-005_00267,test_jehea,5,4,0,25,4,0,1,5
4b,tr-010_02425,test_mixed,4,2,6,40,5,0,1,7
4b,tr-005_00340,test_mixed,3,2,3,26,3,2,0,8
4b,tr-007_01128,test_mixed,6,3,0,65,3,1,0,22
4b,tr-008_01702,test_mixed,4,20,0,53,3,8,0,16
4b,tr-005_00370,test_mixed,3,7,0,52,4,2,0,14
4b,tr-005_00010,test_mixed,16,30,2,173,13,5,0,42
4b,tr-008_01864,test_mixed,15,2,13,26,5,0,1,5
4b,tr-008_01853,test_mixed,13,9,0,38,6,3,0,9
4b,tr-007_01383,test_mixed,11,17,0,100,9,7,0,23
4b,tr-011_02995,test_mixed,2,35,0,72,3,11,0,20
4b,tr-009_02339,test_mixed,8,5,3,70,9,4,1,19
4b,tr-009_02077,test_mixed,9,14,3,89,9,3,0,16
4b,tr-008_01931,test_mixed,4,4,0,56,2,1,0,13
4b,tr-005_00413,test_mixed,8,10,0,65,5,3,0,14
4b,tr-008_01800,test_mixed,9,30,0,71,8,6,0,16
4b,tr-011_02953,test_mixed,1,43,0,80,2,11,1,22
4b,tr-006_00892,test_mixed,11,8,2,83,8,2,1,20
4b,tr-007_01421,test_mixed,7,18,2,78,8,4,0,20
4b,tr-007_01533,test_mixed,21,5,1,161,17,4,2,33
4b,tr-006_00995,test_mixed,4,13,1,89,4,5,0,26
4b,tr-009_02340,test_mixed,7,3,4,75,9,1,0,18
4b,tr-005_00086,test_mixed,1,27,1,50,2,6,0,13
4b,tr-005_00206,test_mixed,8,11,5,60,7,3,0,12
4b,tr-005_00286,test_mixed,11,16,3,64,10,0,1,11
4b,tr-005_00347,test_mixed,16,21,2,67,12,2,0,14
4b,tr-005_00311,test_mixed,13,9,8,79,11,5,0,18
4b,tr-005_00232,test_mixed,3,6,3,43,3,2,0,11
4b,tr-006_00641,test_mixed,13,95,19,634,25,22,2,173
4b,tr-007_01492,test_mixed,1,0,0,42,1,0,0,10
4b,tr-008_01729,test_mixed,0,17,1,41,1,6,1,11
4b,tr-006_00897,test_mixed,2,6,0,41,5,2,0,9
4b,tr-010_02819,test_mixed,15,12,2,47,9,2,0,11
4b,tr-006_00676,test_mixed,3,6,0,33,5,4,0,12
4b,tr-010_02545,test_mixed,12,5,1,45,4,5,0,9
4b,tr-011_02872,test_mixed,15,9,3,147,11,3,1,41
4b,tr-010_02825,test_mixed,4,4,0,75,4,1,0,16
4b,tr-009_02231,test_mixed,8,19,1,154,9,9,0,42
4b,tr-007_01401,test_mixed,5,11,1,73,8,2,0,22
4b,tr-007_01484,test_mixed,3,4,5,133,3,1,2,38
4b,tr-007_01348,test_mixed,5,0,1,42,3,0,0,8
4b,tr-009_02028,test_mixed,11,8,6,43,8,0,0,8
4b,tr-009_02163,test_mixed,4,8,2,94,3,3,0,26
4b,tr-008_01576,test_mixed,33,139,0,439,17,38,0,103
4b,tr-006_01017,test_mixed,12,18,1,127,7,4,0,33
4b,tr-011_03267,test_mixed,5,13,13,98,11,10,0,34
4b,tr-006_00680,test_mixed,5,3,2,54,4,0,0,18
4b,tr-006_00605,test_mixed,4,4,0,42,6,2,0,10
4b,tr-008_01847,test_mixed,4,1,1,46,3,1,1,8
4b,tr-011_03237,test_mixed,8,5,0,58,6,2,0,15
4b,tr-009_02219,test_mixed,2,10,3,36,3,3,1,10
4b,tr-008_01677,test_mixed,2,15,0,92,4,7,0,25
4b,tr-006_01075,test_mixed,2,7,0,54,4,2,0,14
4b,tr-006_01025,test_mixed,1,2,4,47,2,1,1,13
4b,tr-008_01863,test_mixed,2,4,0,34,3,1,0,8
4b,tr-010_02746,test_mixed,3,22,1,62,4,8,2,17
4b,tr-006_01009,test_mixed,0,4,1,29,2,2,0,9
4b,tr-009_02007,test_mixed,5,6,0,24,4,2,0,7
4b,tr-007_01398,test_mixed,2,0,0,32,3,0,0,6
4b,tr-006_00996,test_mixed,8,10,0,47,5,0,2,6
4b,tr-011_03110,test_mixed,6,13,4,78,8,4,1,24
4b,tr-008_01705,test_mixed,7,5,4,95,5,4,0,25
4b,tr-007_01395,test_mixed,15,17,0,80,8,8,0,19
4b,tr-005_00319,test_mixed,1,6,3,38,3,3,0,11
4b,tr-008_01798,test_mixed,0,5,0,25,1,1,0,6
4b,tr-007_01214,test_mixed,8,6,2,41,7,0,1,10
4b,tr-006_00487,test_mixed,3,12,0,59,3,0,0,14
4b,tr-007_01427,test_mixed,27,70,8,265,30,17,1,62
4b,tr-011_03153,test_spanish_only,6,5,0,51,4,3,0,17
4b,tr-010_02781,test_spanish_only,4,10,1,78,7,2,1,19
4b,tr-011_03254,test_spanish_only,1,2,2,209,2,0,1,61
4b,tr-005_00124,test_spanish_only,5,6,4,78,5,3,1,21
4b,tr-005_00131,test_spanish_only,10,18,0,91,9,0,0,18
4b,tr-010_02555,test_spanish_only,1,11,0,97,5,3,0,26
4b,tr-010_02703,test_spanish_only,0,8,1,89,1,1,0,26
4b,tr-009_02202,test_spanish_only,3,7,1,61,3,3,0,17
4b,tr-011_02955,test_spanish_only,0,8,0,117,0,3,0,32
4b,tr-011_03044,test_spanish_only,1,0,0,24,1,0,0,5
4b,tr-006_00650,test_spanish_only,6,13,1,88,8,4,0,26
4b,tr-007_01147,test_spanish_only,0,4,0,65,2,1,0,17
4b,tr-010_02797,test_spanish_only,1,2,3,61,2,1,2,17
4b,tr-010_02815,test_spanish_only,0,11,1,74,2,2,0,19
4b,tr-011_02948,test_spanish_only,0,1,0,78,0,1,0,22
4b,tr-005_00161,test_spanish_only,7,10,2,58,9,3,0,19
4b,tr-011_03246,test_spanish_only,3,8,2,96,4,3,0,26
4b,tr-006_00668,test_spanish_only,3,5,1,71,6,1,1,16
4b,tr-011_02964,test_spanish_only,2,5,0,74,3,3,0,19
4b,tr-006_00654,test_spanish_only,14,19,6,136,11,8,1,39
4b,tr-011_03277,test_spanish_only,0,2,0,15,0,1,0,5
4b,tr-010_02694,test_spanish_only,1,5,0,43,1,3,0,15
4b,tr-011_03021,test_spanish_only,3,12,1,65,7,4,0,17
4b,tr-011_03259,test_spanish_only,1,2,0,46,1,1,0,13
4b,tr-006_01024,test_spanish_only,5,10,1,78,5,1,1,20
4c,tr-005_00322,test_guarani_only,11,3,3,24,5,0,1,5
4c,tr-009_02047,test_guarani_only,15,4,2,42,5,0,4,5
4c,tr-007_01213,test_guarani_only,11,4,2,51,6,0,2,7
4c,tr-010_02466,test_guarani_only,8,8,1,32,5,0,1,5
4c,tr-008_01948,test_guarani_only,4,1,1,32,3,0,1,7
4c,tr-007_01347,test_guarani_only,8,5,0,25,4,2,0,6
4c,tr-007_01328,test_guarani_only,11,5,0,31,5,1,0,6
4c,tr-010_02424,test_guarani_only,9,3,3,29,5,0,0,6
4c,tr-007_01189,test_guarani_only,17,10,3,53,9,0,2,9
4c,tr-007_01154,test_guarani_only,9,6,0,26,5,1,0,6
4c,tr-008_01774,test_guarani_only,23,14,1,51,7,0,1,7
4c,tr-009_02005,test_guarani_only,14,2,1,30,6,0,0,6
4c,tr-010_02397,test_guarani_only,3,8,0,22,2,2,0,6
4c,tr-010_02510,test_guarani_only,17,5,1,33,7,0,2,7
4c,tr-008_01884,test_guarani_only,6,7,3,46,6,0,1,7
4c,tr-010_02395,test_guarani_only,9,6,13,40,9,0,5,9
4c,tr-009_02044,test_guarani_only,2,1,0,48,4,0,2,8
4c,tr-010_02472,test_guarani_only,11,3,3,32,5,1,0,6
4c,tr-005_00207,test_guarani_only,2,1,0,12,3,0,0,3
4c,tr-008_01937,test_guarani_only,8,3,0,36,5,0,1,6
4c,tr-010_02406,test_guarani_only,7,2,1,19,5,0,0,5
4c,tr-009_02359,test_guarani_only,5,4,0,27,4,0,2,4
4c,tr-007_01208,test_guarani_only,21,14,3,55,11,0,0,11
4c,tr-010_02415,test_guarani_only,9,17,0,69,8,2,0,12
4c,tr-008_01881,test_guarani_only,3,0,2,15,4,0,0,4
4c,tr-010_02520,test_jehea,7,5,1,36,6,0,2,6
4c,tr-008_01885,test_jehea,2,2,2,24,3,1,0,6
4c,tr-010_02529,test_jehea,17,14,3,87,13,1,0,20
4c,tr-007_01440,test_jehea,10,10,3,118,11,2,2,32
4c,tr-009_02080,test_jehea,22,8,3,75,12,1,0,16
4c,tr-009_02023,test_jehea,5,10,3,114,10,0,1,17
4c,tr-007_01396,test_jehea,20,33,3,111,19,2,1,23
4c,tr-008_01771,test_jehea,8,8,1,106,9,0,6,16
4c,tr-008_01742,test_jehea,7,4,2,29,4,0,1,5
4c,tr-007_01490,test_jehea,19,13,2,96,10,2,2,22
4c,tr-010_02454,test_jehea,32,24,5,108,20,2,0,23
4c,tr-010_02536,test_jehea,15,4,6,101,8,1,3,21
4c,tr-007_01215,test_jehea,9,52,3,157,14,7,1,27
4c,tr-007_01243,test_jehea,3,3,1,65,4,0,1,16
4c,tr-009_02087,test_jehea,9,14,0,91,9,3,0,19
4c,tr-008_01968,test_jehea,10,5,2,61,7,2,2,14
4c,tr-006_00990,test_jehea,7,16,3,84,7,3,2,23
4c,tr-005_00374,test_jehea,12,13,3,80,12,3,0,19
4c,tr-005_00406,test_jehea,9,30,7,106,13,2,2,23
4c,tr-005_00364,test_jehea,19,16,1,81,12,1,1,17
4c,tr-005_00194,test_jehea,8,8,6,77,4,2,1,15
4c,tr-005_00323,test_jehea,15,15,4,84,15,2,0,19
4c,tr-010_02531,test_jehea,1,2,0,33,1,2,0,7
4c,tr-005_00258,test_jehea,7,4,2,53,6,0,1,13
4c,tr-005_00198,test_jehea,12,13,0,67,10,0,2,13
4c,tr-005_00276,test_jehea,6,2,2,59,4,0,2,11
4c,tr-005_00293,test_jehea,11,5,8,54,6,0,5,10
4c,tr-005_00203,test_jehea,12,26,1,76,3,3,2,12
4c,tr-005_00345,test_jehea,10,9,3,43,7,0,1,11
4c,tr-005_00348,test_jehea,7,21,4,51,9,1,0,10
4c,tr-005_00403,test_jehea,1,11,0,64,6,2,2,13
4c,tr-006_00693,test_jehea,17,64,53,634,12,21,17,176
4c,tr-005_00267,test_jehea,10,2,3,25,3,0,3,5
4c,tr-010_02425,test_mixed,6,3,2,40,4,0,2,7
4c,tr-005_00340,test_mixed,4,4,1,26,4,2,0,8
4c,tr-007_01128,test_mixed,3,1,0,65,2,0,0,22
4c,tr-008_01702,test_mixed,4,18,0,53,2,7,0,16
4c,tr-005_00370,test_mixed,1,10,0,52,4,2,0,14
4c,tr-005_00010,test_mixed,26,23,4,173,15,2,3,42
4c,tr-008_01864,test_mixed,15,2,13,26,5,0,1,5
4c,tr-008_01853,test_mixed,9,13,4,38,7,2,0,9
4c,tr-007_01383,test_mixed,9,18,2,100,15,1,0,23
4c,tr-011_02995,test_mixed,3,34,0,72,3,11,0,20
4c,tr-009_02339,test_mixed,8,8,1,70,6,5,1,19
4c,tr-009_02077,test_mixed,17,20,3,89,11,1,3,16
4c,tr-008_01931,test_mixed,4,4,0,56,2,1,0,13
4c,tr-005_00413,test_mixed,9,7,3,65,7,0,1,14
4c,tr-008_01800,test_mixed,9,16,5,71,6,4,1,16
4c,tr-011_02953,test_mixed,1,42,0,80,1,11,1,22
4c,tr-006_00892,test_mixed,17,11,1,83,7,2,5,20
4c,tr-007_01421,test_mixed,9,15,9,78,10,2,2,20
4c,tr-007_01533,test_mixed,10,11,5,161,18,2,2,33
4c,tr-006_00995,test_mixed,8,10,1,89,5,2,0,26
4c,tr-009_02340,test_mixed,7,3,3,75,8,1,0,18
4c,tr-005_00086,test_mixed,2,27,0,50,1,7,0,13
4c,tr-005_00206,test_mixed,8,18,7,60,7,2,1,12
4c,tr-005_00286,test_mixed,22,17,1,64,10,0,0,11
4c,tr-005_00347,test_mixed,26,15,2,67,12,0,4,14
4c,tr-005_00311,test_mixed,13,8,9,79,11,2,7,18
4c,tr-005_00232,test_mixed,3,5,7,43,5,0,2,11
4c,tr-006_00641,test_mixed,11,95,20,634,23,23,2,173
4c,tr-007_01492,test_mixed,1,0,0,42,1,0,0,10
4c,tr-008_01729,test_mixed,2,12,2,41,3,3,1,11
4c,tr-006_00897,test_mixed,8,4,0,41,7,0,2,9
4c,tr-010_02819,test_mixed,12,10,0,47,8,0,1,11
